votanti,affluenza,schede_nulle,schede_bianche,schede_contestate,aggiornamento,sezione,si,no
482,65.14,2,0,0,ultimo,600,179,301
448,62.66,1,2,0,ultimo,601,157,288
332,61.37,0,0,0,ultimo,602,113,219
397,69.28,1,1,0,ultimo,603,131,264
379,56.4,2,0,0,ultimo,604,115,262
467,72.07,3,2,0,ultimo,605,197,265
468,67.92,0,2,0,ultimo,606,194,272
388,60.16,3,0,0,ultimo,607,137,248
457,70.09,2,0,0,ultimo,608,192,263
371,61.02,0,0,0,ultimo,609,130,241
442,68.63,1,1,0,ultimo,610,141,299
561,72.95,2,3,0,ultimo,611,211,345
565,76.45,4,1,0,ultimo,612,223,337
610,76.44,4,2,0,ultimo,613,237,367
619,71.23,0,3,0,ultimo,614,260,356
496,68.04,2,0,0,ultimo,615,200,294
410,64.26,2,1,0,ultimo,616,126,281
507,71.61,0,1,0,ultimo,617,193,313
395,65.51,3,0,0,ultimo,618,138,254
438,70.65,0,0,0,ultimo,619,113,325
583,69.32,1,0,0,ultimo,620,214,368
628,69.78,1,2,0,ultimo,621,261,364
457,72.31,0,2,0,ultimo,622,181,274
489,62.61,1,1,0,ultimo,623,165,322
450,66.08,2,0,0,ultimo,624,179,269
462,68.24,4,1,0,ultimo,625,142,315
554,71.3,0,0,0,ultimo,626,225,329
576,74.32,0,1,0,ultimo,627,212,363
576,72.0,2,0,0,ultimo,628,322,252
522,73.52,0,1,0,ultimo,629,252,269
543,76.16,0,1,0,ultimo,630,245,297
594,73.51,1,2,0,ultimo,631,262,329
377,55.52,1,2,0,ultimo,632,142,232
450,65.69,1,1,0,ultimo,633,173,275
486,74.43,4,0,0,ultimo,634,230,252
420,69.08,1,3,0,ultimo,635,180,236
434,68.89,1,0,0,ultimo,636,159,274
356,65.2,1,0,0,ultimo,637,154,201
366,68.16,2,1,0,ultimo,638,153,210
619,68.78,2,1,0,ultimo,639,260,356
471,66.43,1,2,0,ultimo,640,230,238
128,48.85,0,0,0,ultimo,641,56,72
447,69.52,3,1,0,ultimo,642,162,281
527,70.93,2,2,0,ultimo,643,213,310
398,71.58,1,0,0,ultimo,644,158,239
524,70.05,4,1,0,ultimo,645,195,324
511,70.0,2,1,0,ultimo,646,221,287
572,73.33,0,0,0,ultimo,647,244,328
474,70.85,1,0,0,ultimo,648,181,292
468,70.06,2,0,0,ultimo,649,196,270
487,73.56,0,0,0,ultimo,650,248,239
469,65.23,0,1,0,ultimo,651,197,271
521,63.69,1,2,0,ultimo,652,162,356
575,62.7,1,1,0,ultimo,653,235,338
