"";"";"";"Domenica";"";"Lunedi"
"Ente";"Sezioni";"% ore 12";"% ore 19";"% ore 23";"% ore 15"
"SEZIONE 414";"";"6,91";"20,52";"22,64";"30,03"
"SEZIONE 415";"";"18,18";"44,75";"51,11";"65,05"
"SEZIONE 416";"";"19,25";"44,91";"51,19";"64,44"
"SEZIONE 417";"";"18,75";"42,47";"52,41";"65,48"
"SEZIONE 418";"";"20,26";"43,61";"51,74";"66,97"
"SEZIONE 419";"";"17,66";"46,15";"56,66";"69,66"
"SEZIONE 420";"";"19,68";"45,38";"52,61";"66,13"
"SEZIONE 421";"";"21,56";"48,28";"55,95";"71,83"
"SEZIONE 422";"";"18,60";"48,41";"56,69";"71,08"
"SEZIONE 423";"";"23,64";"45,95";"52,99";"68,79"
"SEZIONE 424";"";"20,71";"45,96";"57,20";"67,80"
"SEZIONE 425";"";"19,64";"45,56";"55,50";"70,30"
"SEZIONE 426";"";"20,17";"50,14";"58,24";"70,74"
"SEZIONE 427";"";"22,48";"47,03";"56,46";"72,09"
"SEZIONE 428";"";"20,63";"48,38";"57,25";"71,38"
"SEZIONE 429";"";"18,11";"49,43";"59,37";"70,57"
"SEZIONE 430";"";"18,66";"45,08";"54,11";"68,83"
"SEZIONE 431";"";"19,27";"50,33";"58,32";"73,53"
"SEZIONE 432";"";"14,04";"39,71";"49,03";"60,90"
"SEZIONE 433";"";"20,61";"45,80";"55,47";"70,36"
"SEZIONE 434";"";"20,52";"46,60";"55,50";"67,12"
"SEZIONE 435";"";"18,46";"46,77";"54,00";"66,31"
"SEZIONE 436";"";"21,14";"45,26";"52,85";"65,45"
"SEZIONE 437";"";"18,50";"44,88";"54,75";"66,71"
"SEZIONE 438";"";"19,97";"47,71";"59,03";"69,85"
"SEZIONE 439";"";"21,37";"44,17";"54,15";"66,71"
"SEZIONE 440";"";"19,14";"45,62";"54,14";"65,69"
"SEZIONE 441";"";"20,28";"44,13";"51,01";"64,89"
"SEZIONE 442";"";"19,69";"47,45";"55,40";"68,56"
"SEZIONE 443";"";"18,07";"45,29";"54,33";"69,51"
"SEZIONE 444";"";"18,49";"46,85";"55,97";"69,96"
"SEZIONE 445";"";"19,04";"45,44";"54,79";"68,69"
"SEZIONE 446";"";"16,86";"40,14";"47,29";"59,57"
"SEZIONE 447";"";"17,07";"40,78";"46,96";"60,71"
"SEZIONE 448";"";"17,04";"34,96";"42,92";"55,09"
"SEZIONE 449";"";"15,21";"37,95";"44,28";"56,12"
"SEZIONE 450";"";"15,86";"39,10";"46,81";"59,25"
"SEZIONE 451";"";"14,76";"40,73";"48,88";"59,86"
"SEZIONE 452";"";"20,80";"46,51";"56,76";"69,54"
"SEZIONE 453";"";"17,64";"41,26";"47,09";"62,12"
"SEZIONE 454";"";"19,12";"43,87";"51,84";"65,32"
"SEZIONE 455";"";"24,30";"51,41";"57,32";"70,20"
"SEZIONE 456";"";"18,90";"39,95";"46,38";"62,73"
"SEZIONE 457";"";"23,31";"47,91";"58,71";"75,40"
"SEZIONE 458";"";"23,84";"50,61";"56,97";"71,76"
"SEZIONE 459";"";"18,39";"44,95";"52,28";"65,26"
"SEZIONE 460";"";"21,31";"46,21";"53,40";"68,55"
"SEZIONE 461";"";"16,88";"42,71";"47,76";"61,47"
"SEZIONE 462";"";"19,83";"49,50";"56,61";"69,33"
"SEZIONE 463";"";"18,10";"44,43";"49,88";"66,24"
"SEZIONE 464";"";"18,87";"47,71";"53,77";"65,50"
"SEZIONE 465";"";"19,57";"49,12";"54,55";"67,42"
"SEZIONE 466";"";"16,37";"37,67";"43,92";"53,07"
"SEZIONE 467";"";"18,21";"49,55";"57,01";"67,99"
"SEZIONE 468";"";"18,99";"42,91";"52,03";"67,69"
"SEZIONE 469";"";"18,21";"44,12";"51,24";"63,12"
"SEZIONE 470";"";"16,80";"37,17";"44,71";"57,67"
"SEZIONE 471";"";"33,84";"53,36";"61,17";"73,54"
"SEZIONE 472";"";"18,49";"51,37";"59,25";"72,26"
"SEZIONE 473";"";"22,16";"53,60";"59,85";"76,52"
"SEZIONE 474";"";"25,65";"50,74";"60,89";"73,06"
"SEZIONE 475";"";"17,50";"52,80";"58,70";"73,04"
"SEZIONE 476";"";"16,36";"45,19";"52,56";"63,39"
"SEZIONE 477";"";"12,41";"33,93";"38,78";"50,94"
"SEZIONE 478";"";"21,04";"55,03";"60,52";"75,00"
"SEZIONE 479";"";"24,38";"53,56";"60,68";"71,71"
"SEZIONE 480";"";"17,84";"42,88";"52,42";"64,32"
"SEZIONE 481";"";"20,24";"45,41";"52,46";"63,65"
"SEZIONE 482";"";"22,54";"43,65";"50,32";"63,17"
"SEZIONE 483";"";"17,12";"45,52";"54,76";"65,63"
"SEZIONE 484";"";"19,30";"48,01";"56,21";"68,88"
"SEZIONE 485";"";"20,08";"50,54";"55,12";"65,90"
"SEZIONE 486";"";"20,61";"48,09";"58,17";"70,69"
"SEZIONE 487";"";"14,71";"39,90";"49,10";"59,46"
"SEZIONE 488";"";"20,76";"41,08";"51,32";"64,33"
"SEZIONE 489";"";"15,55";"39,13";"45,82";"60,20"
"SEZIONE 490";"";"20,04";"42,11";"48,99";"59,51"
"SEZIONE 491";"";"16,63";"39,01";"47,47";"56,95"
"SEZIONE 492";"";"19,27";"45,31";"52,27";"64,18"
"SEZIONE 493";"";"16,53";"40,89";"47,29";"59,95"
"SEZIONE 494";"";"19,11";"45,72";"52,48";"63,78"
"SEZIONE 495";"";"17,69";"39,71";"46,09";"61,49"
"SEZIONE 496";"";"16,95";"42,55";"51,84";"62,85"
"SEZIONE 497";"";"19,05";"47,19";"52,52";"63,77"
"SEZIONE 498";"";"15,10";"37,16";"43,49";"54,88"
"SEZIONE 499";"";"20,70";"42,80";"48,81";"64,76"
"SEZIONE 500";"";"20,18";"44,04";"50,89";"65,10"
"SEZIONE 501";"";"20,56";"44,96";"51,46";"62,47"
"SEZIONE 502";"";"19,78";"47,22";"53,40";"66,01"
"SEZIONE 503";"";"21,01";"46,72";"54,51";"64,89"
"SEZIONE 504";"";"17,62";"42,52";"49,01";"63,18"
"SEZIONE 505";"";"17,07";"43,05";"47,68";"59,51"
"SEZIONE 506";"";"14,95";"37,52";"46,12";"59,38"
"SEZIONE 507";"";"17,26";"43,56";"51,00";"62,68"
"SEZIONE 508";"";"19,19";"40,28";"47,87";"63,15"
"SEZIONE 509";"";"18,61";"42,97";"49,03";"63,20"
"SEZIONE 510";"";"12,79";"36,29";"41,57";"50,55"
"SEZIONE 511";"";"19,13";"41,70";"50,06";"65,41"
"SEZIONE 512";"";"19,00";"40,65";"51,07";"62,51"
"SEZIONE 513";"";"13,32";"32,76";"37,80";"50,95"
"SEZIONE 514";"";"17,02";"37,35";"43,97";"55,91"
"SEZIONE 515";"";"15,51";"35,98";"41,71";"50,27"
"SEZIONE 516";"";"17,88";"40,81";"47,23";"60,45"
"SEZIONE 517";"";"15,05";"39,27";"46,06";"60,73"
"SEZIONE 518";"";"15,76";"40,08";"46,69";"63,42"
"SEZIONE 519";"";"11,22";"29,94";"35,17";"52,85"
"SEZIONE 520";"";"18,03";"43,63";"49,40";"62,50"
"SEZIONE 521";"";"14,25";"35,63";"43,54";"52,31"
"SEZIONE 522";"";"19,49";"45,06";"51,77";"65,57"
"SEZIONE 523";"";"16,83";"39,64";"46,12";"55,66"
"SEZIONE 524";"";"16,29";"40,36";"48,78";"62,62"
"SEZIONE 525";"";"17,58";"39,68";"45,41";"58,19"
"SEZIONE 526";"";"15,32";"41,69";"49,09";"60,39"
"SEZIONE 527";"";"19,92";"46,16";"51,28";"62,72"
"SEZIONE 528";"";"17,37";"42,71";"49,60";"65,12"
"SEZIONE 529";"";"18,04";"44,58";"53,07";"65,49"
"SEZIONE 530";"";"16,92";"37,65";"47,26";"58,08"
"SEZIONE 531";"";"19,01";"41,42";"49,02";"59,82"
"SEZIONE 532";"";"15,77";"39,33";"44,27";"56,78"
"SEZIONE 533";"";"18,88";"41,52";"47,92";"59,59"
"SEZIONE 534";"";"16,14";"36,55";"42,30";"54,08"
"SEZIONE 535";"";"16,82";"43,27";"48,14";"58,47"
"SEZIONE 536";"";"16,88";"41,08";"47,16";"60,85"
"SEZIONE 537";"";"20,18";"40,66";"49,85";"64,76"
"SEZIONE 538";"";"19,81";"40,58";"50,69";"64,54"
"SEZIONE 539";"";"21,57";"47,06";"55,69";"69,41"
"SEZIONE 540";"";"25,00";"40,45";"51,67";"64,39"
"SEZIONE 541";"";"20,66";"46,82";"54,48";"67,92"
"SEZIONE 542";"";"17,51";"45,06";"51,13";"63,56"
"SEZIONE 543";"";"16,76";"42,12";"47,71";"58,60"
"SEZIONE 544";"";"17,50";"39,33";"44,46";"58,27"
"SEZIONE 545";"";"15,40";"42,36";"49,55";"63,67"
"SEZIONE 546";"";"19,90";"48,87";"56,26";"67,22"
"SEZIONE 547";"";"22,22";"41,86";"49,32";"60,88"
"SEZIONE 548";"";"15,42";"45,51";"54,36";"67,13"
"SEZIONE 549";"";"17,72";"50,00";"56,80";"66,77"
"SEZIONE 550";"";"17,23";"35,54";"40,77";"51,23"
"SEZIONE 551";"";"14,78";"38,14";"43,61";"56,02"
"SEZIONE 552";"";"16,97";"38,92";"46,21";"58,78"
"SEZIONE 553";"";"15,46";"37,43";"45,32";"57,10"
"SEZIONE 554";"";"18,51";"42,69";"52,09";"65,67"
"SEZIONE 555";"";"14,63";"35,90";"40,03";"51,46"
"SEZIONE 556";"";"21,12";"45,70";"51,91";"66,71"
"SEZIONE 557";"";"17,84";"37,70";"42,73";"56,69"
"SEZIONE 558";"";"24,37";"51,39";"57,10";"70,47"
"SEZIONE 559";"";"21,91";"47,23";"55,90";"67,85"
"SEZIONE 560";"";"19,96";"48,32";"57,46";"72,39"
"SEZIONE 561";"";"24,02";"50,58";"55,43";"67,67"
"SEZIONE 562";"";"18,51";"44,46";"54,71";"66,11"
"SEZIONE 563";"";"19,02";"47,31";"56,27";"70,82"
"SEZIONE 564";"";"12,74";"30,83";"36,53";"47,21"
"SEZIONE 565";"";"17,82";"37,56";"42,05";"51,36"
"SEZIONE 566";"";"14,01";"28,85";"32,97";"44,23"
"SEZIONE 567";"";"18,03";"40,55";"47,01";"59,45"
"SEZIONE 568";"";"17,55";"49,43";"55,98";"71,25"
"SEZIONE 569";"";"16,31";"35,74";"41,28";"51,06"
"SEZIONE 570";"";"14,29";"36,09";"39,70";"49,77"
"SEZIONE 571";"";"21,44";"46,54";"51,76";"63,75"
"SEZIONE 572";"";"18,42";"50,31";"58,34";"71,08"
"SEZIONE 573";"";"21,19";"49,15";"57,91";"75,00"
"SEZIONE 574";"";"28,93";"59,70";"67,06";"81,10"
"SEZIONE 575";"";"23,63";"52,45";"59,73";"74,15"
"SEZIONE 576";"";"18,58";"45,11";"53,32";"69,00"
"SEZIONE 577";"";"12,27";"34,60";"41,96";"56,51"
"SEZIONE 578";"";"16,00";"44,44";"50,00";"64,67"
"SEZIONE 579";"";"17,77";"42,54";"49,88";"64,81"
"SEZIONE 580";"";"17,52";"45,40";"51,66";"64,83"
"SEZIONE 581";"";"18,06";"43,96";"51,00";"61,75"
"SEZIONE 582";"";"14,38";"38,51";"43,52";"58,28"
"SEZIONE 583";"";"17,77";"42,18";"50,93";"61,94"
"SEZIONE 584";"";"13,42";"34,21";"36,50";"51,88"
"SEZIONE 585";"";"16,05";"37,25";"42,69";"54,15"
"SEZIONE 586";"";"14,29";"33,89";"39,64";"53,36"
"SEZIONE 587";"";"17,86";"43,42";"49,28";"58,41"
"SEZIONE 588";"";"18,78";"43,31";"48,00";"59,51"
"SEZIONE 589";"";"15,54";"31,07";"35,90";"46,91"
"SEZIONE 590";"";"18,12";"41,93";"49,34";"62,96"
"SEZIONE 591";"";"20,28";"47,63";"53,92";"67,65"
"SEZIONE 592";"";"20,76";"45,84";"53,19";"67,89"
"SEZIONE 593";"";"20,44";"47,74";"55,57";"71,48"
"SEZIONE 594";"";"19,47";"48,61";"54,44";"66,36"
"SEZIONE 595";"";"17,68";"44,70";"56,39";"70,14"
"SEZIONE 596";"";"18,99";"49,03";"55,47";"69,31"
"SEZIONE 597";"";"17,74";"40,85";"45,89";"56,85"
"SEZIONE 598";"";"20,62";"49,67";"55,56";"67,60"
"SEZIONE 599";"";"16,19";"42,09";"49,40";"63,79"
"SEZIONE 600";"";"23,08";"49,13";"55,83";"69,98"
"SEZIONE 601";"";"18,20";"38,62";"45,10";"58,65"
"SEZIONE 602";"";"17,88";"42,91";"50,20";"63,84"
"SEZIONE 603";"";"22,61";"50,91";"57,07";"68,44"
"SEZIONE 604";"";"12,82";"31,72";"33,97";"45,06"
"SEZIONE 605";"";"12,35";"26,54";"29,22";"40,95"
"SEZIONE 606";"";"10,38";"24,15";"25,76";"36,85"
"SEZIONE 607";"";"11,50";"27,56";"32,76";"45,98"
"SEZIONE 608";"";"15,67";"32,50";"37,33";"52,17"
"SEZIONE 609";"";"17,09";"40,88";"46,30";"57,12"
"SEZIONE 610";"";"15,86";"39,47";"47,09";"60,65"
"SEZIONE 611";"";"16,15";"41,18";"48,34";"59,93"
"SEZIONE 612";"";"18,56";"43,21";"49,92";"65,21"
"SEZIONE 613";"";"15,24";"38,32";"43,87";"55,27"
"SEZIONE 614";"";"17,49";"41,65";"46,28";"59,26"
"SEZIONE 615";"";"11,15";"38,19";"44,80";"57,28"
"SEZIONE 616";"";"15,46";"36,14";"42,07";"52,24"
"SEZIONE 617";"";"16,68";"42,12";"48,73";"61,65"
"SEZIONE 618";"";"15,45";"40,27";"49,43";"60,64"
"SEZIONE 619";"";"13,69";"38,66";"44,94";"57,77"
"SEZIONE 620";"";"19,73";"42,89";"48,53";"60,78"
"SEZIONE 621";"";"15,64";"41,05";"46,43";"59,07"
"SEZIONE 622";"";"16,35";"38,36";"43,24";"60,53"
"SEZIONE 623";"";"19,75";"38,66";"46,87";"58,55"
"SEZIONE 624";"";"16,22";"37,93";"44,06";"55,17"
"SEZIONE 625";"";"19,04";"43,60";"50,15";"60,47"
"SEZIONE 626";"";"18,82";"44,46";"52,42";"63,51"
"SEZIONE 627";"";"12,73";"34,65";"40,90";"50,39"
"SEZIONE 628";"";"17,06";"39,81";"47,26";"59,88"
"SEZIONE 629";"";"15,91";"38,64";"45,25";"57,85"
"SEZIONE 630";"";"13,89";"35,36";"41,67";"53,42"
"SEZIONE 631";"";"17,73";"38,24";"46,58";"58,98"
"SEZIONE 632";"";"16,45";"38,25";"43,59";"56,62"
"SEZIONE 633";"";"21,71";"43,11";"49,60";"59,90"
"SEZIONE 634";"";"20,03";"46,04";"52,02";"63,00"
"SEZIONE 635";"";"20,17";"42,92";"49,76";"62,97"
"SEZIONE 636";"";"16,25";"43,57";"53,03";"67,21"
"SEZIONE 637";"";"23,50";"53,86";"59,69";"69,47"
"SEZIONE 638";"";"21,58";"52,50";"58,94";"71,82"
"SEZIONE 639";"";"23,36";"47,43";"53,98";"70,44"
"SEZIONE 640";"";"22,09";"51,00";"58,64";"74,92"
"SEZIONE 641";"";"18,54";"35,39";"42,84";"56,04"
"SEZIONE 642";"";"21,27";"48,58";"55,44";"70,02"
"SEZIONE 643";"";"20,68";"43,46";"50,24";"62,36"
"SEZIONE 644";"";"21,47";"55,68";"62,47";"74,79"
"SEZIONE 645";"";"21,25";"50,67";"58,75";"70,83"
"SEZIONE 646";"";"18,70";"45,95";"52,68";"64,08"
"SEZIONE 647";"";"22,03";"50,59";"56,84";"70,27"
"SEZIONE 648";"";"22,57";"50,97";"58,88";"71,13"
"SEZIONE 649";"";"21,58";"49,69";"56,84";"72,27"
"SEZIONE 650";"";"18,44";"49,18";"57,27";"72,71"
"SEZIONE 651";"";"24,88";"55,57";"64,34";"77,73"
"SEZIONE 652";"";"19,51";"50,28";"59,10";"72,44"
"SEZIONE 653";"";"20,09";"50,88";"61,00";"74,78"
"SEZIONE 654";"";"24,51";"52,37";"62,12";"75,63"
"SEZIONE 655";"";"12,55";"28,53";"32,95";"45,93"
"SEZIONE 656";"";"12,52";"31,55";"35,46";"46,02"
"SEZIONE 657";"";"14,44";"38,58";"44,51";"54,90"
"SEZIONE 658";"";"14,53";"29,24";"33,04";"46,19"
"SEZIONE 659";"";"16,28";"32,39";"39,04";"53,49"
"SEZIONE 660";"";"14,56";"29,47";"32,46";"42,81"
"SEZIONE 661";"";"17,66";"37,66";"41,64";"53,22"
"SEZIONE 662";"";"13,42";"37,03";"43,33";"56,01"
"SEZIONE 663";"";"17,61";"39,33";"46,79";"59,13"
"SEZIONE 664";"";"15,71";"40,48";"47,00";"58,99"
"SEZIONE 665";"";"14,08";"40,57";"48,09";"61,49"
"SEZIONE 666";"";"17,87";"39,93";"45,93";"60,63"
"SEZIONE 667";"";"17,46";"42,74";"48,53";"61,58"
"SEZIONE 668";"";"11,57";"32,64";"40,50";"51,82"
"SEZIONE 669";"";"19,57";"42,64";"48,61";"60,14"
"SEZIONE 670";"";"14,43";"42,39";"51,11";"57,17"
"SEZIONE 671";"";"17,03";"36,62";"44,65";"60,34"
"SEZIONE 672";"";"13,97";"37,92";"44,14";"55,86"
"SEZIONE 673";"";"15,37";"42,03";"50,29";"63,33"
"SEZIONE 674";"";"12,50";"35,35";"41,80";"53,49"
"SEZIONE 675";"";"12,20";"34,24";"42,26";"54,12"
"SEZIONE 676";"";"18,20";"38,11";"43,08";"55,10"
"SEZIONE 677";"";"11,48";"28,57";"35,01";"44,26"
"SEZIONE 678";"";"14,43";"35,63";"42,05";"54,11"
"SEZIONE 679";"";"12,30";"33,23";"39,19";"50,69"
"SEZIONE 680";"";"13,33";"33,48";"37,63";"50,53"
"SEZIONE 681";"";"12,59";"32,55";"38,05";"49,85"
"SEZIONE 682";"";"13,98";"31,83";"37,90";"49,03"
"SEZIONE 683";"";"12,75";"29,95";"37,43";"48,93"
"SEZIONE 684";"";"9,38";"22,13";"25,82";"32,67"
"SEZIONE 685";"";"16,99";"31,25";"37,40";"46,58"
"SEZIONE 686";"";"13,23";"32,71";"37,35";"47,18"
"SEZIONE 687";"";"12,50";"29,52";"36,61";"48,40"
"SEZIONE 688";"";"14,53";"38,30";"45,74";"57,76"
"SEZIONE 689";"";"12,57";"33,67";"39,75";"52,57"
"SEZIONE 690";"";"14,57";"31,68";"37,35";"48,89"
"SEZIONE 691";"";"11,47";"30,45";"34,41";"38,45"
"SEZIONE 692";"";"11,14";"29,05";"35,30";"48,67"
"SEZIONE 693";"";"10,08";"26,78";"34,07";"46,16"
"SEZIONE 694";"";"13,27";"32,87";"38,12";"48,61"
"SEZIONE 695";"";"13,92";"32,21";"34,39";"44,53"
"SEZIONE 696";"";"14,15";"38,51";"44,20";"55,80"
"SEZIONE 697";"";"14,40";"37,74";"48,51";"61,09"
"SEZIONE 698";"";"18,43";"44,10";"50,74";"65,48"
"SEZIONE 699";"";"15,25";"38,50";"44,19";"55,21"
"SEZIONE 700";"";"15,30";"37,52";"45,17";"56,42"
"SEZIONE 701";"";"16,16";"36,30";"43,15";"56,44"
"SEZIONE 702";"";"14,42";"35,51";"44,01";"56,30"
"SEZIONE 703";"";"13,98";"29,89";"35,63";"49,62"
"SEZIONE 704";"";"13,95";"30,71";"33,83";"43,32"
"SEZIONE 705";"";"15,70";"36,50";"43,94";"53,86"
"SEZIONE 706";"";"11,09";"32,36";"35,64";"45,27"
"SEZIONE 707";"";"14,40";"37,02";"43,19";"55,66"
"SEZIONE 708";"";"14,78";"38,37";"42,52";"54,15"
"SEZIONE 709";"";"13,13";"34,66";"40,55";"53,36"
"SEZIONE 710";"";"14,76";"38,05";"45,98";"59,88"
"SEZIONE 711";"";"14,82";"38,55";"43,13";"54,58"
"SEZIONE 712";"";"15,27";"38,57";"44,68";"55,20"
"SEZIONE 713";"";"16,01";"38,51";"45,84";"58,07"
"SEZIONE 714";"";"14,14";"31,93";"37,02";"47,29"
"SEZIONE 715";"";"15,11";"33,40";"39,16";"50,67"
"SEZIONE 716";"";"11,89";"34,65";"40,45";"52,54"
"SEZIONE 717";"";"16,03";"39,35";"46,52";"59,08"
"SEZIONE 718";"";"14,04";"37,85";"42,37";"54,33"
"SEZIONE 719";"";"14,35";"40,14";"45,04";"56,83"
"SEZIONE 720";"";"16,01";"40,87";"47,59";"58,34"
"SEZIONE 721";"";"11,83";"32,72";"37,45";"47,96"
"SEZIONE 722";"";"15,04";"35,94";"42,82";"53,50"
"SEZIONE 723";"";"13,70";"38,73";"45,07";"55,95"
"SEZIONE 724";"";"13,66";"35,94";"41,33";"54,42"
"SEZIONE 725";"";"11,68";"31,79";"38,59";"50,00"
"SEZIONE 726";"";"10,98";"32,62";"37,50";"47,56"
"SEZIONE 727";"";"16,44";"36,91";"41,44";"53,02"
"SEZIONE 728";"";"12,79";"35,47";"44,00";"54,43"
"SEZIONE 729";"";"15,90";"40,06";"44,52";"57,55"
"SEZIONE 730";"";"19,19";"39,19";"45,05";"54,55"
"SEZIONE 731";"";"15,22";"39,98";"43,96";"57,25"
"SEZIONE 732";"";"14,44";"35,76";"40,99";"52,96"
"SEZIONE 733";"";"16,17";"37,83";"43,46";"54,71"
"SEZIONE 734";"";"16,86";"38,31";"42,53";"56,13"
"SEZIONE 735";"";"12,62";"38,26";"40,04";"49,11"
"SEZIONE 736";"";"11,16";"28,47";"31,21";"44,42"
"SEZIONE 737";"";"12,47";"27,25";"30,48";"42,49"
"SEZIONE 738";"";"15,87";"31,57";"36,16";"44,62"
"SEZIONE 739";"";"14,86";"34,29";"36,38";"46,29"
"SEZIONE 740";"";"9,86";"21,83";"24,65";"36,38"
"SEZIONE 741";"";"10,82";"26,33";"29,94";"37,77"
"SEZIONE 742";"";"11,29";"20,33";"22,79";"31,01"
"SEZIONE 743";"";"12,35";"33,60";"37,92";"46,74"
"SEZIONE 744";"";"9,09";"17,94";"18,67";"26,29"
"SEZIONE 745";"";"11,70";"26,40";"29,13";"38,10"
"SEZIONE 746";"";"13,81";"29,05";"31,43";"41,67"
"SEZIONE 747";"";"11,17";"20,27";"22,35";"31,06"
"SEZIONE 748";"";"9,54";"23,03";"24,48";"32,57"
"SEZIONE 749";"";"17,11";"33,71";"39,42";"49,05"
"SEZIONE 750";"";"16,98";"34,89";"39,55";"50,93"
"SEZIONE 751";"";"13,17";"23,02";"26,35";"34,44"
"SEZIONE 752";"";"12,82";"25,30";"27,90";"39,86"
"SEZIONE 753";"";"17,94";"36,91";"40,88";"55,44"
"SEZIONE 754";"";"19,97";"41,64";"47,13";"61,62"
"SEZIONE 755";"";"12,41";"36,74";"41,24";"55,72"
"SEZIONE 756";"";"12,96";"33,47";"40,08";"54,50"
"SEZIONE 757";"";"15,36";"37,63";"42,71";"56,51"
"SEZIONE 758";"";"14,15";"35,05";"38,80";"50,70"
"SEZIONE 759";"";"14,19";"39,15";"48,80";"59,15"
"SEZIONE 760";"";"11,39";"36,11";"40,59";"51,68"
"SEZIONE 761";"";"15,58";"36,81";"41,34";"51,96"
"SEZIONE 762";"";"12,40";"33,60";"40,88";"51,48"
"SEZIONE 763";"";"11,56";"36,48";"42,59";"55,21"
"SEZIONE 764";"";"10,79";"34,08";"40,65";"50,18"
"SEZIONE 765";"";"13,99";"38,13";"44,68";"55,65"
"SEZIONE 766";"";"10,50";"34,88";"44,22";"56,23"
"SEZIONE 767";"";"12,81";"32,76";"38,67";"49,14"
"SEZIONE 768";"";"13,32";"37,29";"43,29";"54,61"
"SEZIONE 769";"";"13,86";"30,10";"36,39";"45,32"
"SEZIONE 770";"";"13,98";"34,07";"40,85";"51,53"
"SEZIONE 771";"";"11,59";"33,01";"38,85";"49,65"
"SEZIONE 772";"";"13,16";"33,22";"39,67";"51,70"
"SEZIONE 773";"";"13,84";"37,52";"43,98";"56,79"
"SEZIONE 774";"";"14,56";"38,97";"43,97";"55,88"
"SEZIONE 775";"";"9,64";"25,62";"30,48";"39,79"
"SEZIONE 776";"";"10,20";"33,21";"36,66";"45,94"
"SEZIONE 777";"";"13,50";"33,47";"39,12";"48,94"
"SEZIONE 778";"";"11,13";"29,20";"35,31";"49,00"
"SEZIONE 779";"";"13,60";"33,69";"35,73";"47,56"
"SEZIONE 780";"";"14,84";"36,93";"43,82";"55,57"
"SEZIONE 781";"";"9,92";"25,90";"30,70";"40,62"
"SEZIONE 782";"";"12,68";"31,91";"36,61";"48,05"
"SEZIONE 783";"";"14,94";"36,82";"43,29";"50,94"
"SEZIONE 784";"";"15,38";"38,65";"45,77";"56,98"
"SEZIONE 785";"";"13,03";"35,11";"40,09";"52,85"
"SEZIONE 786";"";"13,58";"33,33";"40,19";"52,67"
"SEZIONE 787";"";"12,64";"33,37";"41,26";"54,79"
"SEZIONE 788";"";"14,34";"33,61";"40,41";"53,17"
"SEZIONE 789";"";"14,17";"35,83";"41,22";"53,79"
"SEZIONE 790";"";"13,37";"34,77";"41,86";"53,84"
"SEZIONE 791";"";"14,44";"37,49";"43,66";"55,46"
"SEZIONE 792";"";"13,38";"34,26";"42,16";"55,92"
"SEZIONE 793";"";"13,95";"35,80";"41,46";"50,24"
"SEZIONE 794";"";"11,45";"34,07";"40,42";"50,43"
"SEZIONE 795";"";"13,22";"36,78";"43,27";"56,42"
"SEZIONE 796";"";"13,16";"35,97";"43,88";"54,98"
"SEZIONE 797";"";"14,34";"33,99";"43,30";"55,87"
"SEZIONE 798";"";"13,41";"38,27";"44,51";"57,11"
"SEZIONE 799";"";"11,70";"34,71";"42,38";"53,40"
"SEZIONE 800";"";"15,78";"41,71";"48,64";"60,80"
"SEZIONE 801";"";"11,70";"36,13";"43,32";"57,08"
"SEZIONE 802";"";"16,56";"38,24";"46,16";"58,00"
"SEZIONE 803";"";"16,86";"39,06";"45,04";"59,02"
"SEZIONE 804";"";"13,85";"34,51";"40,22";"52,53"
"SEZIONE 805";"";"16,03";"38,61";"45,04";"58,02"
"SEZIONE 806";"";"15,26";"38,69";"46,85";"59,04"
"SEZIONE 807";"";"15,34";"41,06";"48,21";"61,59"
"SEZIONE 808";"";"15,53";"37,78";"45,84";"58,80"
"SEZIONE 809";"";"13,69";"39,55";"44,61";"55,82"
"SEZIONE 810";"";"14,45";"29,76";"35,87";"47,70"
"SEZIONE 811";"";"11,71";"35,24";"40,35";"59,28"
"SEZIONE 812";"";"15,57";"37,37";"44,79";"59,52"
"SEZIONE 813";"";"15,53";"39,19";"45,28";"57,18"
"SEZIONE 814";"";"11,92";"22,12";"25,58";"35,96"
"SEZIONE 815";"";"15,49";"35,58";"41,35";"53,10"
"SEZIONE 816";"";"12,35";"30,35";"34,98";"44,03"
"SEZIONE 817";"";"16,18";"31,46";"36,63";"48,09"
"SEZIONE 818";"";"15,08";"38,94";"44,99";"56,12"
"SEZIONE 819";"";"21,37";"46,83";"55,21";"67,35"
"SEZIONE 820";"";"15,17";"38,54";"46,63";"61,91"
"SEZIONE 821";"";"19,35";"48,70";"57,17";"69,39"
"SEZIONE 822";"";"19,98";"46,17";"55,80";"71,43"
"SEZIONE 823";"";"19,41";"42,36";"49,96";"64,19"
"SEZIONE 824";"";"14,04";"38,54";"43,14";"57,26"
"SEZIONE 825";"";"12,59";"37,36";"43,32";"57,18"
"SEZIONE 826";"";"17,41";"46,10";"53,90";"67,83"
"SEZIONE 827";"";"17,40";"48,05";"55,62";"66,27"
"SEZIONE 828";"";"16,03";"42,09";"53,21";"70,51"
"SEZIONE 829";"";"17,47";"38,55";"44,78";"60,04"
"SEZIONE 830";"";"19,53";"48,57";"56,63";"74,37"
"SEZIONE 831";"";"19,09";"47,52";"59,97";"75,67"
"SEZIONE 832";"";"17,37";"42,16";"48,74";"62,51"
"SEZIONE 833";"";"18,76";"45,87";"54,66";"72,35"
"SEZIONE 834";"";"20,83";"48,78";"56,10";"70,17"
"SEZIONE 835";"";"14,07";"44,29";"52,51";"66,85"
