"";"";"";"Domenica";"";"Lunedi"
"Ente";"Sezioni";"% ore 12";"% ore 19";"% ore 23";"% ore 15"
"SEZIONE 414";"";"21,04";"45,68";"55,04";"72,05"
"SEZIONE 415";"";"22,88";"53,64";"60,62";"72,21"
"SEZIONE 416";"";"19,40";"53,13";"60,72";"74,34"
"SEZIONE 417";"";"22,00";"51,76";"59,18";"75,53"
"SEZIONE 418";"";"22,36";"49,43";"56,84";"72,22"
"SEZIONE 419";"";"20,91";"41,82";"48,18";"61,21"
"SEZIONE 420";"";"21,53";"44,69";"51,62";"67,55"
"SEZIONE 421";"";"21,43";"47,62";"56,35";"72,22"
"SEZIONE 422 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 423 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 424 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 425";"";"19,06";"39,86";"46,79";"59,27"
"SEZIONE 426";"";"20,86";"47,45";"55,10";"66,24"
"SEZIONE 427";"";"19,51";"46,24";"53,47";"67,92"
"SEZIONE 428";"";"22,32";"52,42";"59,41";"72,04"
"SEZIONE 429";"";"20,32";"50,73";"63,45";"71,35"
"SEZIONE 430";"";"16,53";"40,77";"47,17";"61,28"
"SEZIONE 431";"";"18,11";"47,57";"53,76";"64,80"
"SEZIONE 432";"";"20,07";"47,71";"53,52";"67,78"
"SEZIONE 433";"";"20,03";"41,46";"47,88";"62,13"
"SEZIONE 434";"";"16,48";"43,44";"51,12";"65,78"
"SEZIONE 435";"";"16,84";"42,52";"51,87";"64,63"
"SEZIONE 436";"";"20,61";"48,24";"56,07";"68,69"
"SEZIONE 437";"";"17,67";"41,95";"51,72";"64,22"
"SEZIONE 438";"";"21,67";"45,14";"51,94";"66,94"
"SEZIONE 439";"";"20,80";"45,09";"51,25";"70,22"
"SEZIONE 440";"";"20,24";"44,76";"54,36";"66,77"
"SEZIONE 441";"";"18,12";"46,95";"54,70";"68,86"
"SEZIONE 442";"";"18,79";"40,83";"50,00";"63,76"
"SEZIONE 443";"";"24,96";"48,15";"55,39";"70,61"
"SEZIONE 444";"";"19,82";"47,43";"53,27";"69,38"
"SEZIONE 445";"";"23,99";"49,14";"56,47";"70,69"
"SEZIONE 446";"";"20,50";"49,22";"54,50";"68,01"
"SEZIONE 447";"";"21,38";"45,63";"53,46";"67,67"
"SEZIONE 448";"";"23,51";"45,79";"53,96";"66,96"
"SEZIONE 449";"";"20,80";"41,18";"46,63";"59,83"
"SEZIONE 450 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 451 (Sezione ospedaliera)";"";"-";"-";"-";"-"
"SEZIONE 452";"";"20,02";"47,03";"55,72";"69,91"
"SEZIONE 453";"";"21,91";"50,15";"58,95";"70,52"
"SEZIONE 454";"";"23,58";"47,02";"55,54";"69,74"
"SEZIONE 455";"";"14,54";"41,68";"47,53";"60,42"
"SEZIONE 456";"";"15,55";"42,07";"53,20";"69,82"
"SEZIONE 457";"";"16,54";"44,96";"48,87";"62,56"
"SEZIONE 458";"";"19,75";"44,23";"50,87";"64,30"
"SEZIONE 459";"";"19,47";"51,92";"56,64";"72,86"
"SEZIONE 460";"";"18,17";"45,49";"52,16";"64,44"
"SEZIONE 461";"";"18,56";"47,04";"51,82";"64,24"
"SEZIONE 462";"";"21,99";"46,28";"54,96";"68,09"
"SEZIONE 463";"";"19,81";"49,87";"55,66";"71,43"
"SEZIONE 464";"";"14,95";"41,29";"50,89";"67,76"
"SEZIONE 465";"";"18,72";"42,29";"49,91";"61,87"
"SEZIONE 466";"";"16,20";"41,97";"50,60";"61,35"
"SEZIONE 467";"";"20,03";"45,68";"50,92";"64,27"
"SEZIONE 468";"";"18,11";"42,00";"52,60";"66,28"
"SEZIONE 469";"";"18,39";"42,64";"48,64";"61,58"
"SEZIONE 470";"";"18,67";"42,69";"50,39";"62,92"
"SEZIONE 471";"";"16,22";"38,63";"47,16";"59,36"
"SEZIONE 472";"";"15,53";"44,47";"50,31";"63,35"
"SEZIONE 473";"";"19,80";"44,93";"52,75";"68,55"
"SEZIONE 474";"";"14,23";"38,67";"47,93";"62,71"
"SEZIONE 475";"";"18,90";"41,18";"51,62";"66,29"
"SEZIONE 476";"";"15,44";"36,71";"42,88";"56,95"
"SEZIONE 477";"";"12,87";"40,68";"47,34";"62,57"
"SEZIONE 478";"";"11,66";"31,29";"32,86";"48,79"
"SEZIONE 479";"";"13,20";"30,81";"38,91";"51,58"
"SEZIONE 480";"";"16,01";"36,60";"44,44";"55,72"
"SEZIONE 481";"";"13,64";"33,67";"40,24";"54,21"
"SEZIONE 482";"";"15,75";"40,21";"48,01";"63,30"
"SEZIONE 483";"";"14,19";"37,80";"45,14";"59,33"
"SEZIONE 484";"";"15,75";"38,53";"42,51";"51,38"
"SEZIONE 485";"";"15,24";"38,53";"45,38";"61,64"
"SEZIONE 486";"";"13,11";"35,33";"43,59";"53,99"
"SEZIONE 487";"";"14,81";"36,60";"43,14";"55,99"
"SEZIONE 488";"";"16,14";"40,13";"46,50";"56,90"
"SEZIONE 489";"";"20,00";"42,44";"47,64";"58,21"
"SEZIONE 490";"";"13,70";"29,27";"33,77";"41,46"
"SEZIONE 491";"";"15,30";"39,43";"44,53";"60,82"
"SEZIONE 492";"";"15,72";"35,50";"41,46";"54,88"
"SEZIONE 493";"";"17,57";"42,78";"50,27";"63,22"
"SEZIONE 494";"";"18,38";"45,58";"53,85";"67,66"
"SEZIONE 495";"";"17,25";"40,03";"46,20";"57,28"
"SEZIONE 496";"";"15,77";"37,92";"41,92";"60,08"
"SEZIONE 497";"";"14,76";"40,82";"45,68";"59,18"
"SEZIONE 498";"";"17,70";"38,44";"43,99";"60,90"
"SEZIONE 499";"";"16,64";"37,55";"44,47";"59,92"
"SEZIONE 500";"";"15,09";"36,16";"41,82";"55,82"
"SEZIONE 501";"";"19,60";"42,63";"47,84";"60,97"
"SEZIONE 502";"";"21,77";"47,59";"54,91";"67,24"
"SEZIONE 503";"";"18,28";"37,31";"44,86";"56,19"
"SEZIONE 504";"";"20,10";"44,82";"50,56";"60,93"
"SEZIONE 505";"";"20,84";"41,23";"47,08";"59,52"
"SEZIONE 506";"";"17,93";"41,58";"47,30";"59,96"
"SEZIONE 507";"";"17,07";"38,22";"42,86";"58,44"
"SEZIONE 508";"";"21,56";"43,71";"47,60";"62,72"
"SEZIONE 509";"";"20,92";"39,74";"46,54";"61,31"
"SEZIONE 510";"";"23,62";"39,53";"43,55";"58,12"
"SEZIONE 511";"";"18,99";"37,55";"44,32";"55,97"
"SEZIONE 512";"";"17,30";"40,98";"45,64";"55,71"
"SEZIONE 513";"";"18,25";"41,11";"47,78";"61,75"
"SEZIONE 514";"";"21,92";"43,02";"47,73";"61,20"
"SEZIONE 515";"";"17,74";"41,94";"46,48";"59,09"
"SEZIONE 516";"";"15,88";"43,53";"48,68";"63,09"
"SEZIONE 517";"";"20,35";"42,03";"46,05";"59,97"
"SEZIONE 518";"";"19,21";"39,79";"44,21";"59,45"
"SEZIONE 519";"";"16,42";"44,77";"49,85";"63,95"
"SEZIONE 520";"";"16,80";"40,46";"46,98";"57,26"
"SEZIONE 521";"";"15,86";"42,29";"49,93";"62,56"
"SEZIONE 522";"";"19,18";"48,69";"54,10";"68,03"
"SEZIONE 523";"";"15,62";"45,59";"53,15";"67,51"
"SEZIONE 524";"";"18,55";"33,06";"41,13";"60,48"
"SEZIONE 525";"";"14,43";"32,90";"38,96";"50,79"
"SEZIONE 526";"";"14,69";"33,68";"38,87";"56,53"
"SEZIONE 527";"";"17,90";"40,91";"45,74";"57,81"
"SEZIONE 528";"";"16,79";"35,11";"39,54";"53,59"
"SEZIONE 529";"";"17,70";"37,96";"42,74";"56,78"
"SEZIONE 530";"";"20,19";"38,68";"44,91";"56,04"
"SEZIONE 531";"";"9,90";"33,14";"40,57";"53,14"
"SEZIONE 532";"";"16,32";"36,46";"43,58";"58,85"
"SEZIONE 533";"";"19,81";"40,00";"46,73";"59,81"
"SEZIONE 534";"";"17,30";"39,15";"42,96";"61,58"
"SEZIONE 535";"";"20,55";"38,53";"42,98";"56,51"
"SEZIONE 536";"";"16,02";"33,65";"38,90";"51,95"
"SEZIONE 537";"";"13,52";"40,34";"44,53";"60,19"
"SEZIONE 538";"";"19,83";"44,43";"50,07";"63,10"
"SEZIONE 539";"";"24,43";"43,37";"49,05";"63,45"
"SEZIONE 540";"";"24,18";"45,10";"52,94";"66,14"
"SEZIONE 541";"";"16,69";"41,42";"48,07";"62,44"
"SEZIONE 542";"";"12,38";"37,34";"51,20";"60,07"
"SEZIONE 543";"";"18,81";"40,49";"45,81";"59,51"
"SEZIONE 544";"";"17,66";"42,01";"48,55";"63,32"
"SEZIONE 545";"";"13,44";"33,74";"38,63";"55,11"
"SEZIONE 546";"";"12,74";"32,55";"37,42";"48,43"
"SEZIONE 547";"";"16,33";"34,17";"40,33";"54,50"
"SEZIONE 548";"";"15,66";"43,53";"50,31";"70,04"
"SEZIONE 549";"";"15,84";"36,47";"43,50";"53,81"
"SEZIONE 550";"";"16,90";"31,87";"35,92";"43,31"
"SEZIONE 551";"";"13,89";"37,78";"42,22";"51,94"
"SEZIONE 552";"";"17,22";"38,58";"42,88";"52,98"
"SEZIONE 553";"";"17,08";"41,85";"45,77";"57,84"
"SEZIONE 554";"";"17,15";"37,98";"44,87";"57,37"
"SEZIONE 555";"";"19,14";"39,42";"46,04";"58,56"
"SEZIONE 556";"";"14,15";"41,06";"45,88";"55,21"
"SEZIONE 557";"";"17,90";"35,65";"40,48";"49,86"
"SEZIONE 558";"";"17,79";"40,21";"45,73";"57,47"
"SEZIONE 559";"";"18,27";"40,23";"44,90";"56,52"
"SEZIONE 560";"";"15,74";"37,73";"44,96";"61,28"
"SEZIONE 561";"";"15,68";"40,68";"45,71";"58,14"
"SEZIONE 562";"";"21,14";"48,01";"52,69";"67,24"
"SEZIONE 563";"";"20,19";"45,51";"50,96";"65,71"
"SEZIONE 564";"";"15,71";"38,90";"46,40";"58,36"
"SEZIONE 565";"";"20,31";"53,30";"60,42";"71,53"
"SEZIONE 566";"";"19,16";"43,83";"48,48";"60,23"
"SEZIONE 567";"";"19,64";"41,37";"46,42";"58,49"
"SEZIONE 568";"";"17,45";"35,62";"40,91";"49,22"
"SEZIONE 569";"";"18,89";"41,43";"44,13";"56,51"
"SEZIONE 570";"";"20,00";"42,50";"47,06";"56,47"
"SEZIONE 571";"";"13,47";"43,93";"54,25";"69,30"
"SEZIONE 572";"";"19,48";"40,33";"47,96";"60,63"
"SEZIONE 573";"";"16,73";"44,28";"51,29";"68,02"
"SEZIONE 574";"";"14,14";"32,33";"38,50";"49,32"
"SEZIONE 575";"";"16,76";"41,96";"49,04";"64,23"
"SEZIONE 576";"";"13,09";"33,06";"40,50";"56,75"
"SEZIONE 577";"";"14,33";"34,93";"42,01";"58,15"
"SEZIONE 578";"";"13,94";"31,97";"37,27";"50,76"
"SEZIONE 579";"";"23,18";"48,05";"52,96";"68,36"
"SEZIONE 580";"";"22,71";"50,00";"56,37";"74,38"
"SEZIONE 581";"";"14,92";"39,30";"45,27";"61,09"
"SEZIONE 582";"";"15,63";"41,96";"48,44";"65,85"
"SEZIONE 583";"";"19,56";"43,54";"50,18";"70,11"
"SEZIONE 584";"";"17,05";"40,44";"46,89";"63,09"
"SEZIONE 585";"";"15,57";"37,89";"38,84";"50,31"
"SEZIONE 586";"";"17,29";"38,47";"44,74";"59,02"
"SEZIONE 587";"";"16,41";"42,14";"47,15";"62,31"
"SEZIONE 588";"";"13,83";"37,59";"42,11";"55,04"
"SEZIONE 589";"";"13,57";"35,67";"40,47";"57,19"
"SEZIONE 590";"";"16,85";"41,57";"50,43";"64,58"
"SEZIONE 591";"";"16,69";"42,01";"51,77";"63,65"
"SEZIONE 592";"";"15,65";"36,44";"41,70";"56,95"
"SEZIONE 593";"";"19,35";"41,31";"47,32";"64,71"
"SEZIONE 594";"";"21,36";"50,47";"57,44";"70,09"
"SEZIONE 595";"";"20,69";"45,11";"53,59";"66,81"
"SEZIONE 596";"";"18,21";"42,10";"49,83";"64,60"
"SEZIONE 597";"";"15,27";"40,72";"48,14";"62,17"
"SEZIONE 598";"";"17,92";"39,85";"46,80";"59,96"
"SEZIONE 599";"";"18,57";"40,39";"43,97";"57,82"
"SEZIONE 600";"";"19,86";"45,00";"50,81";"65,14"
"SEZIONE 601";"";"22,24";"42,94";"48,67";"62,66"
"SEZIONE 602";"";"19,22";"43,07";"48,61";"61,37"
"SEZIONE 603";"";"19,90";"48,17";"55,32";"69,28"
"SEZIONE 604";"";"17,71";"37,50";"43,15";"56,40"
"SEZIONE 605";"";"24,69";"49,85";"60,19";"72,07"
"SEZIONE 606";"";"20,32";"49,20";"54,57";"67,92"
"SEZIONE 607";"";"16,28";"39,69";"46,98";"60,16"
"SEZIONE 608";"";"20,55";"49,85";"55,52";"70,09"
"SEZIONE 609";"";"17,76";"43,91";"48,03";"61,02"
"SEZIONE 610";"";"18,94";"46,58";"56,37";"68,79"
"SEZIONE 611";"";"22,24";"49,41";"58,13";"72,95"
"SEZIONE 612";"";"20,03";"52,50";"60,62";"76,45"
"SEZIONE 613";"";"22,06";"52,38";"62,78";"76,44"
"SEZIONE 614";"";"21,52";"48,68";"57,65";"71,23"
"SEZIONE 615";"";"20,99";"48,83";"53,64";"68,04"
"SEZIONE 616";"";"15,99";"40,75";"49,06";"64,26"
"SEZIONE 617";"";"15,25";"43,36";"52,82";"71,61"
"SEZIONE 618";"";"17,58";"42,79";"50,41";"65,51"
"SEZIONE 619";"";"21,45";"45,81";"54,52";"70,65"
"SEZIONE 620";"";"23,78";"50,06";"56,24";"69,32"
"SEZIONE 621";"";"20,00";"48,22";"55,56";"69,78"
"SEZIONE 622";"";"22,31";"54,91";"61,87";"72,31"
"SEZIONE 623";"";"16,26";"41,10";"50,06";"62,61"
"SEZIONE 624";"";"16,30";"45,37";"51,10";"66,08"
"SEZIONE 625";"";"16,69";"48,01";"56,87";"68,24"
"SEZIONE 626";"";"19,43";"46,98";"55,08";"68,73"
"SEZIONE 627";"";"25,29";"50,19";"59,23";"74,32"
"SEZIONE 628";"";"19,25";"48,88";"58,50";"72,00"
"SEZIONE 629";"";"21,27";"50,56";"60,70";"73,52"
"SEZIONE 630";"";"22,72";"53,44";"64,38";"76,16"
"SEZIONE 631";"";"20,92";"49,50";"58,91";"73,51"
"SEZIONE 632";"";"17,08";"38,00";"43,89";"55,52"
"SEZIONE 633";"";"19,42";"43,94";"51,09";"65,69"
"SEZIONE 634";"";"17,61";"51,15";"59,26";"74,43"
"SEZIONE 635";"";"22,20";"50,49";"57,24";"69,08"
"SEZIONE 636";"";"18,10";"46,98";"54,13";"68,89"
"SEZIONE 637";"";"17,22";"43,96";"52,38";"65,20"
"SEZIONE 638";"";"18,62";"48,42";"56,24";"68,16"
"SEZIONE 639";"";"18,11";"42,44";"53,22";"68,78"
"SEZIONE 640";"";"17,91";"45,13";"53,03";"66,43"
"SEZIONE 641";"";"9,54";"25,19";"30,92";"48,85"
"SEZIONE 642";"";"17,73";"44,32";"55,99";"69,52"
"SEZIONE 643";"";"18,03";"46,97";"55,72";"70,93"
"SEZIONE 644";"";"19,60";"45,68";"57,73";"71,58"
"SEZIONE 645";"";"19,12";"47,86";"55,75";"70,05"
"SEZIONE 646";"";"21,37";"49,04";"55,89";"72,74"
"SEZIONE 647";"";"23,33";"46,92";"55,90";"73,33"
"SEZIONE 648";"";"23,92";"49,33";"57,70";"70,85"
"SEZIONE 649";"";"24,10";"47,75";"57,78";"70,06"
"SEZIONE 650";"";"22,51";"50,45";"56,80";"73,56"
"SEZIONE 651";"";"20,86";"44,78";"51,74";"65,23"
"SEZIONE 652";"";"22,00";"42,67";"48,66";"63,69"
"SEZIONE 653";"";"19,96";"43,51";"49,51";"62,70"
