"";"";"";"Domenica";"";"Lunedi"
"Ente";"Sezioni";"% ore 12";"% ore 19";"% ore 23";"% ore 15"
"SEZIONE 416";"";"10,78";"37,99";"48,23";"60,78"
"SEZIONE 417";"";"9,84";"37,59";"45,67";"60,35"
"SEZIONE 418";"";"7,14";"36,85";"41,72";"55,84"
"SEZIONE 419";"";"8,64";"32,73";"42,42";"53,79"
"SEZIONE 420";"";"9,08";"28,24";"33,14";"49,71"
"SEZIONE 421";"";"8,00";"34,86";"45,71";"58,17"
"SEZIONE 422";"";"11,75";"33,52";"42,55";"55,59"
"SEZIONE 423";"";"9,15";"37,07";"51,59";"55,73"
"SEZIONE 424";"";"11,78";"30,32";"38,22";"50,14"
"SEZIONE 425";"";"11,08";"36,08";"44,60";"58,95"
"SEZIONE 426";"";"8,86";"32,57";"41,08";"53,29"
"SEZIONE 427";"";"9,57";"32,26";"38,61";"51,82"
"SEZIONE 428";"";"11,69";"38,65";"45,80";"56,67"
"SEZIONE 429";"";"10,18";"34,79";"43,00";"54,74"
"SEZIONE 430";"";"10,92";"35,32";"44,03";"55,29"
"SEZIONE 431";"";"11,99";"35,46";"44,01";"58,42"
"SEZIONE 432";"";"9,62";"36,25";"45,13";"59,19"
"SEZIONE 433";"";"7,93";"37,57";"44,11";"56,83"
"SEZIONE 434";"";"13,76";"41,40";"47,94";"63,76"
"SEZIONE 435";"";"6,07";"16,13";"19,54";"31,31"
"SEZIONE 436";"";"13,73";"37,86";"44,80";"58,82"
"SEZIONE 437";"";"8,39";"34,67";"41,79";"54,20"
"SEZIONE 438";"";"10,53";"38,80";"45,56";"59,40"
"SEZIONE 439";"";"8,76";"40,77";"50,20";"63,35"
"SEZIONE 440";"";"11,95";"37,18";"45,50";"62,55"
"SEZIONE 441";"";"8,56";"37,29";"43,35";"57,05"
"SEZIONE 442";"";"11,20";"40,09";"46,44";"55,82"
"SEZIONE 443";"";"10,88";"35,41";"42,83";"54,06"
"SEZIONE 444";"";"12,28";"33,60";"42,16";"55,25"
"SEZIONE 445";"";"8,92";"31,82";"36,89";"48,60"
"SEZIONE 446";"";"8,52";"38,92";"47,30";"60,94"
"SEZIONE 447";"";"13,10";"35,26";"42,43";"55,54"
"SEZIONE 448";"";"11,48";"40,00";"46,72";"61,80"
"SEZIONE 449";"";"12,40";"39,75";"50,87";"67,73"
"SEZIONE 450";"";"7,92";"32,90";"39,92";"51,15"
"SEZIONE 451";"";"7,23";"27,14";"35,04";"49,39"
"SEZIONE 452";"";"7,78";"29,68";"36,28";"48,02"
"SEZIONE 453";"";"11,19";"36,30";"45,05";"61,12"
"SEZIONE 454";"";"10,88";"38,10";"46,60";"57,14"
"SEZIONE 455";"";"10,95";"39,17";"49,64";"65,45"
"SEZIONE 456";"";"12,57";"36,89";"43,72";"52,87"
"SEZIONE 457";"";"8,43";"40,70";"47,38";"62,96"
"SEZIONE 458";"";"9,03";"38,23";"48,23";"64,03"
"SEZIONE 459";"";"13,12";"41,47";"53,81";"64,83"
"SEZIONE 460";"";"12,09";"36,72";"45,37";"61,04"
"SEZIONE 461";"";"10,06";"34,75";"42,77";"54,40"
"SEZIONE 462";"";"7,78";"34,52";"43,11";"58,67"
"SEZIONE 463";"";"8,68";"35,63";"41,92";"54,49"
"SEZIONE 464";"";"10,11";"29,86";"36,24";"50,39"
"SEZIONE 465";"";"9,29";"30,64";"36,66";"51,12"
"SEZIONE 466";"";"9,29";"35,41";"42,96";"58,49"
"SEZIONE 467";"";"8,14";"35,76";"47,97";"61,90"
"SEZIONE 468";"";"8,36";"34,70";"41,01";"54,73"
"SEZIONE 469";"";"9,27";"37,45";"44,53";"58,30"
"SEZIONE 470";"";"7,77";"27,27";"32,40";"46,77"
"SEZIONE 471";"";"8,07";"31,73";"38,81";"52,83"
"SEZIONE 472";"";"7,18";"36,28";"44,17";"54,53"
"SEZIONE 473";"";"4,54";"31,09";"36,30";"47,73"
"SEZIONE 474";"";"10,24";"34,46";"41,79";"56,46"
"SEZIONE 475";"";"8,63";"36,12";"43,60";"57,84"
"SEZIONE 476";"";"9,60";"35,10";"40,97";"53,01"
"SEZIONE 477";"";"9,59";"35,55";"45,14";"58,85"
"SEZIONE 478";"";"6,82";"28,26";"36,66";"52,74"
"SEZIONE 479";"";"12,02";"45,16";"53,37";"64,52"
"SEZIONE 480";"";"8,41";"35,92";"43,23";"54,69"
"SEZIONE 481";"";"8,83";"23,67";"28,27";"44,88"
"SEZIONE 482";"";"6,27";"19,23";"24,93";"39,03"
"SEZIONE 483";"";"8,86";"31,47";"38,42";"51,36"
"SEZIONE 484";"";"7,49";"22,99";"27,09";"38,68"
"SEZIONE 485";"";"8,33";"21,26";"25,34";"37,24"
"SEZIONE 486";"";"6,37";"22,11";"26,63";"38,36"
"SEZIONE 487";"";"7,07";"23,74";"28,62";"40,74"
"SEZIONE 488";"";"9,88";"39,82";"48,53";"61,95"
"SEZIONE 489";"";"8,02";"39,22";"44,99";"58,40"
"SEZIONE 490";"";"11,55";"39,97";"48,60";"62,69"
"SEZIONE 491";"";"10,14";"38,49";"47,42";"62,37"
"SEZIONE 492";"";"8,42";"42,90";"51,98";"68,32"
"SEZIONE 493";"";"9,39";"31,52";"36,84";"51,92"
"SEZIONE 494";"";"9,90";"37,10";"42,40";"57,74"
"SEZIONE 495";"";"8,45";"35,53";"43,98";"55,16"
"SEZIONE 496";"";"8,64";"36,37";"45,62";"58,82"
"SEZIONE 497";"";"8,32";"29,87";"34,47";"49,78"
"SEZIONE 498";"";"9,10";"29,89";"37,64";"50,00"
"SEZIONE 499";"";"9,99";"38,33";"46,40";"59,03"
"SEZIONE 500";"";"9,71";"34,20";"41,86";"55,13"
"SEZIONE 501";"";"11,38";"34,46";"44,00";"55,69"
"SEZIONE 502";"";"9,59";"31,57";"37,85";"51,07"
"SEZIONE 503";"";"9,14";"31,02";"40,30";"52,08"
"SEZIONE 504";"";"7,59";"32,44";"40,19";"54,11"
"SEZIONE 505";"";"5,64";"32,49";"38,58";"53,86"
"SEZIONE 506";"";"9,26";"39,29";"47,88";"64,42"
"SEZIONE 507";"";"8,62";"33,89";"42,21";"59,61"
"SEZIONE 508";"";"12,46";"42,72";"52,98";"67,23"
"SEZIONE 509";"";"10,72";"33,91";"42,63";"60,59"
"SEZIONE 510";"";"11,79";"38,64";"46,29";"61,48"
"SEZIONE 511";"";"9,46";"37,58";"45,78";"59,90"
"SEZIONE 512";"";"12,20";"46,03";"56,73";"71,35"
"SEZIONE 513";"";"6,15";"25,27";"30,99";"43,52"
"SEZIONE 514";"";"6,03";"25,53";"33,33";"44,68"
"SEZIONE 515";"";"6,24";"21,60";"26,56";"39,04"
"SEZIONE 516";"";"9,80";"34,94";"45,76";"62,28"
"SEZIONE 517";"";"6,67";"24,50";"29,83";"44,83"
"SEZIONE 518";"";"7,31";"31,64";"38,66";"52,54"
"SEZIONE 519";"";"11,31";"33,92";"39,43";"52,62"
"SEZIONE 520";"";"7,10";"25,41";"30,36";"47,03"
"SEZIONE 521";"";"9,03";"34,69";"40,97";"58,38"
"SEZIONE 522";"";"9,91";"26,09";"33,24";"43,59"
"SEZIONE 523";"";"8,94";"29,31";"33,89";"46,78"
"SEZIONE 524";"";"7,95";"29,22";"36,36";"51,14"
"SEZIONE 525";"";"12,53";"38,20";"45,62";"59,12"
"SEZIONE 526";"";"9,63";"32,75";"43,78";"57,62"
"SEZIONE 527";"";"12,10";"32,44";"38,54";"51,28"
"SEZIONE 528";"";"7,39";"32,91";"40,53";"51,27"
"SEZIONE 529";"";"9,53";"35,79";"41,97";"53,85"
"SEZIONE 530";"";"8,10";"33,18";"41,13";"52,75"
"SEZIONE 531";"";"11,31";"38,75";"48,24";"62,81"
"SEZIONE 532";"";"9,15";"37,40";"42,48";"57,93"
"SEZIONE 533";"";"11,73";"30,35";"35,94";"47,86"
"SEZIONE 534";"";"16,42";"37,55";"46,79";"61,13"
"SEZIONE 535";"";"10,12";"33,60";"44,94";"61,13"
"SEZIONE 536";"";"10,62";"38,03";"47,39";"61,17"
"SEZIONE 537";"";"15,86";"38,47";"46,99";"62,85"
"SEZIONE 538";"";"13,20";"36,62";"43,31";"56,51"
"SEZIONE 539";"";"11,71";"42,93";"52,32";"67,80"
"SEZIONE 540";"";"9,02";"31,01";"38,77";"52,53"
"SEZIONE 541";"";"9,52";"31,51";"39,00";"53,51"
"SEZIONE 542";"";"11,04";"37,33";"46,50";"58,79"
"SEZIONE 543";"";"10,47";"37,15";"44,55";"59,08"
"SEZIONE 544";"";"13,89";"45,26";"53,59";"68,63"
"SEZIONE 545";"";"11,56";"40,08";"46,44";"57,23"
"SEZIONE 546";"";"6,63";"28,50";"35,88";"47,38"
"SEZIONE 547";"";"13,35";"42,49";"52,89";"65,34"
"SEZIONE 548";"";"12,38";"38,23";"49,52";"63,27"
"SEZIONE 549";"";"7,89";"28,36";"35,07";"49,83"
"SEZIONE 550";"";"8,70";"28,95";"35,63";"47,77"
"SEZIONE 551";"";"7,83";"30,42";"36,07";"47,54"
"SEZIONE 552";"";"8,14";"27,19";"30,41";"42,83"
"SEZIONE 553";"";"6,22";"24,89";"28,44";"41,11"
"SEZIONE 554";"";"7,58";"29,44";"37,66";"50,65"
"SEZIONE 555";"";"8,00";"28,73";"32,55";"46,18"
"SEZIONE 556";"";"9,04";"34,32";"39,48";"55,72"
"SEZIONE 557";"";"9,71";"30,58";"33,99";"48,20"
"SEZIONE 558";"";"7,77";"27,81";"33,33";"49,49"
"SEZIONE 559";"";"7,23";"31,38";"38,31";"N.P."
"SEZIONE 560";"";"11,89";"39,18";"46,04";"58,84"
"SEZIONE 561";"";"9,56";"34,48";"44,36";"57,99"
"SEZIONE 562";"";"6,38";"21,28";"29,21";"41,78"
"SEZIONE 563";"";"6,47";"30,77";"38,46";"50,17"
"SEZIONE 564";"";"7,65";"24,95";"28,37";"40,24"
"SEZIONE 565";"";"6,75";"28,60";"35,17";"46,89"
"SEZIONE 566";"";"10,43";"32,37";"39,93";"50,18"
"SEZIONE 567";"";"8,67";"29,87";"36,03";"52,22"
"SEZIONE 568";"";"8,84";"28,88";"33,20";"44,79"
"SEZIONE 569";"";"7,75";"30,00";"35,25";"48,00"
"SEZIONE 570";"";"12,38";"35,08";"39,59";"55,16"
"SEZIONE 571";"";"7,97";"28,08";"35,87";"48,73"
"SEZIONE 572";"";"6,99";"35,45";"41,80";"54,38"
"SEZIONE 573";"";"7,34";"29,38";"34,10";"45,88"
"SEZIONE 574";"";"8,45";"26,35";"31,93";"43,92"
"SEZIONE 575";"";"10,27";"36,44";"42,60";"54,66"
"SEZIONE 576";"";"9,85";"32,94";"38,71";"50,25"
"SEZIONE 577";"";"7,92";"28,91";"38,76";"49,25"
"SEZIONE 578";"";"8,80";"31,67";"36,14";"48,23"
"SEZIONE 579";"";"9,66";"32,73";"39,12";"51,06"
"SEZIONE 580";"";"5,23";"20,72";"25,77";"38,56"
"SEZIONE 581";"";"10,26";"27,65";"33,61";"47,35"
"SEZIONE 582";"";"10,06";"37,28";"45,27";"57,84"
"SEZIONE 583";"";"9,20";"39,22";"46,12";"58,48"
"SEZIONE 584";"";"8,02";"29,74";"35,71";"48,25"
"SEZIONE 585";"";"6,73";"17,87";"19,95";"31,55"
"SEZIONE 586";"";"10,43";"31,28";"36,13";"48,42"
"SEZIONE 587";"";"10,76";"31,17";"41,19";"52,69"
"SEZIONE 588";"";"11,39";"36,18";"44,05";"59,63"
"SEZIONE 589";"";"10,62";"38,10";"46,60";"60,62"
"SEZIONE 590";"";"11,17";"40,07";"48,60";"61,90"
"SEZIONE 591";"";"10,30";"40,57";"48,65";"63,87"
"SEZIONE 592";"";"8,17";"31,32";"37,52";"50,08"
"SEZIONE 593";"";"9,94";"34,27";"43,03";"55,04"
"SEZIONE 594";"";"7,44";"32,53";"36,85";"50,00"
"SEZIONE 595";"";"9,18";"37,45";"47,63";"61,69"
"SEZIONE 596";"";"11,14";"40,00";"48,71";"62,71"
"SEZIONE 597";"";"10,91";"37,17";"45,87";"58,85"
"SEZIONE 598";"";"8,36";"34,49";"41,99";"53,83"
"SEZIONE 599";"";"5,43";"22,36";"27,80";"38,98"
"SEZIONE 600";"";"8,33";"33,72";"43,23";"55,47"
"SEZIONE 601";"";"10,95";"40,09";"49,56";"59,32"
"SEZIONE 602";"";"5,90";"18,03";"24,26";"34,43"
"SEZIONE 603";"";"10,97";"35,14";"41,97";"53,58"
"SEZIONE 604";"";"11,45";"33,70";"39,87";"55,51"
"SEZIONE 605";"";"12,78";"40,71";"47,25";"62,56"
"SEZIONE 606";"";"11,85";"37,78";"41,36";"52,35"
"SEZIONE 607";"";"11,12";"33,62";"43,15";"54,65"
"SEZIONE 608";"";"12,31";"35,31";"43,77";"55,04"
"SEZIONE 609";"";"10,38";"36,28";"45,90";"57,60"
"SEZIONE 610";"";"13,08";"37,52";"46,19";"58,48"
"SEZIONE 611";"";"7,27";"35,39";"42,97";"56,24"
"SEZIONE 612";"";"11,28";"33,01";"39,89";"55,16"
"SEZIONE 613";"";"10,47";"31,56";"38,85";"46,59"
"SEZIONE 614";"";"7,46";"21,61";"24,86";"33,84"
"SEZIONE 615";"";"5,26";"24,45";"31,41";"42,61"
"SEZIONE 616";"";"6,07";"22,88";"28,42";"42,29"
"SEZIONE 617";"";"6,91";"25,56";"31,03";"42,77"
"SEZIONE 618";"";"7,95";"31,53";"39,49";"56,96"
"SEZIONE 619";"";"9,81";"32,75";"38,45";"50,00"
"SEZIONE 620";"";"11,35";"39,40";"47,88";"59,51"
"SEZIONE 621";"";"7,28";"28,15";"32,22";"44,69"
"SEZIONE 622";"";"9,39";"34,96";"42,93";"55,29"
"SEZIONE 623";"";"7,32";"32,52";"38,75";"49,73"
"SEZIONE 624";"";"12,36";"43,54";"50,00";"64,85"
"SEZIONE 625";"";"7,78";"29,13";"35,83";"47,83"
"SEZIONE 626";"";"7,70";"31,87";"44,06";"55,94"
"SEZIONE 627";"";"12,40";"39,44";"48,38";"62,68"
"SEZIONE 628";"";"9,05";"34,86";"42,34";"57,42"
"SEZIONE 629";"";"6,60";"32,98";"44,20";"60,16"
"SEZIONE 630";"";"13,80";"38,31";"44,79";"54,93"
"SEZIONE 631";"";"8,89";"32,16";"38,36";"50,78"
"SEZIONE 632";"";"11,55";"40,61";"48,22";"61,68"
"SEZIONE 633";"";"11,14";"40,94";"49,53";"62,82"
"SEZIONE 634";"";"8,14";"31,68";"42,11";"52,42"
"SEZIONE 635";"";"12,52";"42,32";"57,23";"71,54"
"SEZIONE 636";"";"10,16";"42,22";"50,66";"64,78"
"SEZIONE 637";"";"23,49";"55,24";"68,83";"81,24"
"SEZIONE 638";"";"13,96";"47,70";"59,36";"76,07"
"SEZIONE 639";"";"12,62";"40,37";"53,32";"67,11"
"SEZIONE 640";"";"13,40";"42,96";"53,09";"70,10"
"SEZIONE 641";"";"12,57";"45,58";"58,74";"74,07"
"SEZIONE 642";"";"11,98";"45,86";"57,25";"73,22"
"SEZIONE 643";"";"15,95";"45,14";"55,34";"69,86"
"SEZIONE 644";"";"14,16";"48,67";"60,32";"76,70"
"SEZIONE 645";"";"11,34";"41,85";"52,40";"70,13"
"SEZIONE 646";"";"14,64";"51,18";"60,80";"72,93"
"SEZIONE 647";"";"13,66";"48,29";"55,12";"74,53"
"SEZIONE 648";"";"13,25";"41,63";"55,00";"70,63"
"SEZIONE 649";"";"10,92";"39,17";"49,74";"67,42"
"SEZIONE 650";"";"9,50";"33,53";"42,88";"57,86"
"SEZIONE 651";"";"9,35";"34,24";"46,04";"58,99"
"SEZIONE 652";"";"10,53";"37,43";"47,51";"60,82"
"SEZIONE 653";"";"7,35";"37,83";"46,51";"56,27"
"SEZIONE 654";"";"16,83";"39,07";"41,78";"46,81"
"SEZIONE 655";"";"11,93";"41,12";"47,46";"56,85"
"SEZIONE 656";"";"12,39";"31,86";"39,47";"52,04"
"SEZIONE 657";"";"10,51";"38,49";"47,76";"65,22"
"SEZIONE 658";"";"9,38";"32,83";"39,03";"51,93"
"SEZIONE 659";"";"9,42";"35,07";"47,22";"63,00"
"SEZIONE 660";"";"10,93";"42,46";"53,61";"68,05"
"SEZIONE 661";"";"8,65";"35,58";"43,82";"58,52"
"SEZIONE 662";"";"12,04";"46,91";"59,10";"71,60"
"SEZIONE 663";"";"9,87";"44,74";"56,74";"71,55"
"SEZIONE 664";"";"9,73";"43,15";"58,36";"70,96"
"SEZIONE 665";"";"11,19";"44,77";"56,11";"72,46"
"SEZIONE 666";"";"9,65";"37,14";"45,02";"59,97"
"SEZIONE 667";"";"13,52";"46,19";"60,76";"76,25"
"SEZIONE 668";"";"9,46";"38,33";"46,37";"62,93"
"SEZIONE 669";"";"12,40";"40,24";"53,83";"67,68"
"SEZIONE 670";"";"11,07";"40,84";"49,45";"63,84"
"SEZIONE 671";"";"8,30";"36,34";"45,48";"62,18"
"SEZIONE 672";"";"10,93";"40,50";"51,43";"64,35"
"SEZIONE 673";"";"10,46";"41,55";"50,94";"60,99"
"SEZIONE 674";"";"8,78";"41,95";"51,22";"67,80"
"SEZIONE 675";"";"14,16";"48,87";"62,32";"74,65"
"SEZIONE 676";"";"13,91";"44,26";"53,64";"65,65"
"SEZIONE 677";"";"13,33";"41,27";"50,79";"64,13"
"SEZIONE 678";"";"13,63";"45,03";"53,81";"68,48"
"SEZIONE 679";"";"12,39";"44,51";"54,37";"71,41"
"SEZIONE 680";"";"11,79";"43,00";"52,98";"67,68"
"SEZIONE 681";"";"10,99";"37,55";"47,57";"62,87"
"SEZIONE 682";"";"12,21";"41,98";"57,20";"74,35"
"SEZIONE 683";"";"10,51";"39,64";"51,65";"66,97"
"SEZIONE 684";"";"14,14";"47,67";"56,15";"68,88"
"SEZIONE 685";"";"10,35";"43,55";"54,57";"68,15"
"SEZIONE 686";"";"9,81";"42,73";"54,78";"68,94"
"SEZIONE 687";"";"12,53";"42,83";"52,46";"68,42"
"SEZIONE 688";"";"11,84";"42,24";"55,92";"68,68"
"SEZIONE 689";"";"12,59";"43,34";"48,76";"62,81"
"SEZIONE 690";"";"12,45";"44,46";"54,86";"70,45"
"SEZIONE 691";"";"8,88";"31,83";"37,84";"53,55"
"SEZIONE 692";"";"7,87";"37,30";"41,35";"54,16"
"SEZIONE 693";"";"10,06";"32,79";"41,23";"55,84"
"SEZIONE 694";"";"9,25";"28,04";"34,39";"49,31"
"SEZIONE 695";"";"7,87";"30,82";"35,74";"53,11"
"SEZIONE 696";"";"8,28";"31,36";"37,43";"54,14"
"SEZIONE 697";"";"7,70";"34,98";"41,91";"55,47"
"SEZIONE 698";"";"9,11";"35,03";"37,63";"56,38"
"SEZIONE 699";"";"10,56";"35,81";"46,50";"62,77"
"SEZIONE 700";"";"9,62";"40,62";"48,61";"62,48"
"SEZIONE 701";"";"9,78";"36,42";"46,04";"58,52"
"SEZIONE 702";"";"12,99";"35,27";"42,45";"55,54"
"SEZIONE 703";"";"9,31";"39,34";"48,05";"63,06"
"SEZIONE 704";"";"11,42";"37,52";"47,80";"61,34"
"SEZIONE 705";"";"8,52";"30,11";"39,39";"57,95"
"SEZIONE 706";"";"6,07";"35,05";"43,46";"58,18"
"SEZIONE 707";"";"12,50";"37,82";"49,04";"65,06"
"SEZIONE 708";"";"1,51";"6,67";"9,46";"15,27"
"SEZIONE 709";"";"13,69";"47,81";"56,02";"70,62"
"SEZIONE 710";"";"13,12";"47,34";"58,64";"73,75"
"SEZIONE 711";"";"12,09";"43,04";"54,03";"70,51"
"SEZIONE 712";"";"14,29";"44,67";"58,35";"75,86"
"SEZIONE 713";"";"9,70";"42,56";"53,43";"69,86"
"SEZIONE 714";"";"10,82";"43,85";"54,77";"67,94"
"SEZIONE 715";"";"9,87";"42,69";"54,46";"66,22"
"SEZIONE 716";"";"12,84";"50,07";"61,04";"75,32"
"SEZIONE 717";"";"8,68";"39,04";"62,79";"74,20"
"SEZIONE 718";"";"10,50";"43,28";"58,40";"75,63"
"SEZIONE 719";"";"13,58";"48,56";"60,27";"76,23"
"SEZIONE 720";"";"9,03";"42,36";"53,37";"71,26"
"SEZIONE 721";"";"12,93";"46,21";"53,63";"76,03"
"SEZIONE 722";"";"10,50";"49,53";"57,34";"73,89"
"SEZIONE 723";"";"8,59";"47,94";"62,43";"76,57"
"SEZIONE 724";"";"10,51";"40,11";"52,14";"69,16"
"SEZIONE 725";"";"8,84";"36,52";"46,10";"61,12"
"SEZIONE 726";"";"11,51";"47,59";"54,30";"67,01"
"SEZIONE 727";"";"12,18";"38,59";"52,14";"71,36"
"SEZIONE 728";"";"11,64";"38,91";"48,00";"65,45"
"SEZIONE 729";"";"12,09";"40,29";"52,66";"66,91"
"SEZIONE 730";"";"10,35";"45,87";"53,60";"68,15"
"SEZIONE 731";"";"10,90";"45,37";"56,27";"72,99"
"SEZIONE 732";"";"13,59";"46,03";"56,53";"70,93"
"SEZIONE 733";"";"14,08";"42,25";"57,11";"73,26"
"SEZIONE 734";"";"12,48";"49,40";"62,95";"76,38"
"SEZIONE 735";"";"15,44";"49,13";"57,85";"71,95"
"SEZIONE 736";"";"13,56";"44,02";"55,72";"71,28"
"SEZIONE 737";"";"17,77";"46,07";"59,14";"74,87"
"SEZIONE 738";"";"15,48";"50,43";"63,48";"81,57"
"SEZIONE 739";"";"11,83";"47,96";"58,40";"72,77"
"SEZIONE 740";"";"10,11";"41,22";"52,13";"71,68"
"SEZIONE 741";"";"15,03";"50,07";"62,62";"78,21"
"SEZIONE 742";"";"10,10";"42,18";"52,28";"65,35"
"SEZIONE 743";"";"13,86";"48,19";"62,77";"75,78"
"SEZIONE 744";"";"11,28";"47,78";"57,79";"74,02"
"SEZIONE 745";"";"11,28";"41,40";"54,71";"65,99"
"SEZIONE 746";"";"12,08";"45,69";"59,44";"77,36"
"SEZIONE 747";"";"11,99";"40,16";"51,54";"65,47"
"SEZIONE 748";"";"15,85";"45,93";"59,41";"72,44"
"SEZIONE 749";"";"11,36";"48,38";"59,29";"75,22"
"SEZIONE 750";"";"11,38";"48,13";"57,20";"70,17"
"SEZIONE 751";"";"10,06";"43,48";"54,04";"70,43"
"SEZIONE 752";"";"15,22";"49,81";"63,40";"78,74"
"SEZIONE 753";"";"13,17";"44,17";"53,50";"72,00"
"SEZIONE 754";"";"11,06";"41,37";"54,29";"70,56"
"SEZIONE 755";"";"10,75";"45,51";"55,82";"68,34"
"SEZIONE 756";"";"13,57";"46,68";"58,48";"73,13"
"SEZIONE 757";"";"12,62";"45,11";"59,15";"73,34"
"SEZIONE 758";"";"12,71";"46,10";"55,93";"68,98"
"SEZIONE 759";"";"12,14";"45,83";"59,18";"74,36"
"SEZIONE 760";"";"11,00";"45,31";"64,08";"77,02"
"SEZIONE 761";"";"11,33";"43,43";"53,81";"70,23"
"SEZIONE 762";"";"11,30";"45,19";"55,60";"70,56"
"SEZIONE 763";"";"10,20";"41,37";"54,36";"70,50"
"SEZIONE 764";"";"5,45";"41,82";"56,16";"68,36"
"SEZIONE 765";"";"17,13";"45,98";"57,18";"74,04"
"SEZIONE 766";"";"9,32";"32,92";"39,91";"57,14"
"SEZIONE 767";"";"12,32";"49,60";"59,68";"73,44"
"SEZIONE 768";"";"10,54";"47,59";"58,73";"70,48"
"SEZIONE 769";"";"9,63";"43,64";"54,22";"71,22"
"SEZIONE 770";"";"13,22";"49,32";"62,81";"74,80"
"SEZIONE 771";"";"10,90";"46,94";"57,98";"69,55"
"SEZIONE 772";"";"10,43";"44,91";"56,87";"70,85"
"SEZIONE 773";"";"12,95";"47,24";"57,82";"72,04"
"SEZIONE 774";"";"13,45";"40,46";"56,62";"70,70"
"SEZIONE 775";"";"10,56";"44,99";"59,74";"72,86"
"SEZIONE 776";"";"11,21";"45,15";"59,09";"73,94"
"SEZIONE 777";"";"18,80";"51,63";"62,16";"N.P."
"SEZIONE 778";"";"7,55";"39,62";"48,27";"59,75"
"SEZIONE 779";"";"9,87";"46,93";"59,06";"76,21"
"SEZIONE 780";"";"12,07";"43,76";"54,60";"70,64"
"SEZIONE 781";"";"13,90";"44,57";"57,71";"73,90"
"SEZIONE 782";"";"14,17";"48,46";"63,86";"80,29"
"SEZIONE 783";"";"14,81";"50,17";"62,29";"72,39"
"SEZIONE 784";"";"13,43";"47,08";"58,93";"74,72"
"SEZIONE 785";"";"11,34";"42,51";"55,47";"69,77"
"SEZIONE 786";"";"11,57";"45,91";"60,50";"73,13"
"SEZIONE 787";"";"11,01";"40,00";"50,29";"65,07"
"SEZIONE 788";"";"5,37";"40,28";"48,82";"62,09"
"SEZIONE 789";"";"10,55";"40,75";"49,19";"65,10"
"SEZIONE 790";"";"7,33";"40,84";"48,85";"64,59"
"SEZIONE 791";"";"9,23";"40,00";"49,79";"64,48"
"SEZIONE 792";"";"10,40";"38,00";"50,49";"62,00"
"SEZIONE 793";"";"13,90";"41,34";"52,53";"67,69"
"SEZIONE 794";"";"9,08";"35,45";"45,89";"58,39"
"SEZIONE 795";"";"8,28";"37,10";"47,61";"62,26"
"SEZIONE 796";"";"9,17";"33,06";"39,93";"54,34"
"SEZIONE 797";"";"7,52";"37,46";"49,53";"64,11"
"SEZIONE 798";"";"6,45";"25,78";"32,40";"44,43"
"SEZIONE 799";"";"15,72";"40,81";"54,24";"66,78"
"SEZIONE 800";"";"10,22";"38,33";"46,68";"60,31"
"SEZIONE 801";"";"12,15";"41,17";"49,84";"61,83"
"SEZIONE 802";"";"12,46";"43,77";"50,52";"63,67"
"SEZIONE 803";"";"7,97";"32,29";"44,24";"61,45"
"SEZIONE 804";"";"11,21";"45,33";"54,52";"69,47"
"SEZIONE 805";"";"4,81";"38,96";"53,51";"65,84"
"SEZIONE 806";"";"10,57";"40,10";"49,66";"64,43"
"SEZIONE 807";"";"6,77";"29,16";"34,02";"44,77"
"SEZIONE 808";"";"9,51";"46,29";"57,42";"72,62"
"SEZIONE 809";"";"8,99";"40,78";"49,61";"62,48"
"SEZIONE 810";"";"7,72";"34,88";"43,98";"56,33"
"SEZIONE 811";"";"11,10";"46,30";"57,95";"71,92"
"SEZIONE 812";"";"11,13";"41,08";"51,06";"64,16"
"SEZIONE 813";"";"11,78";"39,19";"48,51";"63,80"
"SEZIONE 814";"";"12,23";"40,15";"47,81";"62,59"
"SEZIONE 815";"";"11,22";"43,63";"56,37";"73,13"
"SEZIONE 816";"";"7,59";"31,24";"40,35";"52,93"
"SEZIONE 817";"";"7,33";"35,90";"45,60";"58,42"
"SEZIONE 818";"";"9,46";"39,15";"47,80";"63,13"
"SEZIONE 819";"";"10,76";"37,82";"45,88";"57,65"
"SEZIONE 820";"";"8,12";"35,71";"43,83";"57,63"
"SEZIONE 821";"";"11,64";"40,17";"50,80";"63,76"
"SEZIONE 822";"";"11,62";"36,09";"46,13";"60,04"
"SEZIONE 823";"";"11,20";"41,14";"50,00";"62,37"
"SEZIONE 824";"";"10,37";"41,31";"50,61";"65,24"
"SEZIONE 825";"";"11,48";"38,28";"47,05";"62,20"
"SEZIONE 826";"";"8,84";"40,48";"50,68";"64,29"
"SEZIONE 827";"";"13,32";"40,90";"45,97";"61,35"
"SEZIONE 828";"";"11,27";"45,38";"57,59";"76,06"
"SEZIONE 829";"";"9,19";"39,46";"48,97";"64,34"
"SEZIONE 830";"";"8,06";"42,43";"52,05";"66,48"
"SEZIONE 831";"";"9,39";"42,77";"50,07";"61,70"
"SEZIONE 832";"";"12,22";"43,12";"55,01";"67,40"
"SEZIONE 833";"";"9,24";"34,65";"42,57";"56,60"
"SEZIONE 834";"";"12,88";"40,12";"46,56";"60,91"
"SEZIONE 835";"";"9,77";"39,76";"47,35";"61,47"
"SEZIONE 836";"";"10,35";"38,25";"44,74";"60,18"
"SEZIONE 837";"";"4,58";"36,33";"46,60";"64,45"
