elettori,votanti,affluenza,schede_nulle,schede_bianche,schede_contestate,aggiornamento,sezione,si,no
693,355,51.23,0,2,0,23/03/2026 - 16:14,1,198,155
827,374,45.22,0,0,0,23/03/2026 - 15:58,2,142,232
736,328,44.57,4,2,0,23/03/2026 - 15:58,3,133,189
786,410,52.16,2,0,0,23/03/2026 - 15:58,4,158,250
934,450,48.18,0,0,0,23/03/2026 - 16:03,5,172,278
842,347,41.21,4,0,0,23/03/2026 - 16:24,6,126,217
766,378,49.35,1,1,0,23/03/2026 - 16:24,7,168,208
1062,520,48.96,0,0,0,23/03/2026 - 15:58,8,190,330
953,506,53.1,1,1,0,23/03/2026 - 16:14,9,216,288
1079,559,51.81,2,1,0,23/03/2026 - 15:58,10,222,334
1010,513,50.79,3,2,0,23/03/2026 - 15:58,11,236,272
962,464,48.23,0,2,0,23/03/2026 - 15:49,12,208,254
1220,649,53.2,1,0,0,23/03/2026 - 15:49,13,247,401
955,517,54.14,0,1,0,23/03/2026 - 15:45,14,227,289
721,409,56.73,2,1,0,23/03/2026 - 15:49,15,136,270
865,281,32.49,1,0,0,23/03/2026 - 15:58,16,90,190
1075,498,46.33,1,2,0,23/03/2026 - 17:39,17,197,298
823,341,41.43,0,0,0,23/03/2026 - 16:35,18,149,192
929,490,52.74,4,0,0,23/03/2026 - 16:35,19,203,283
1110,588,52.97,1,0,0,23/03/2026 - 15:58,20,203,283
815,441,54.11,1,1,0,23/03/2026 - 17:39,21,179,260
733,378,51.57,3,0,0,23/03/2026 - 15:35,22,152,223
1092,616,56.41,4,0,0,23/03/2026 - 16:24,23,244,368
1192,638,53.52,0,0,0,23/03/2026 - 16:14,24,276,362
1181,672,56.9,2,0,0,23/03/2026 - 15:49,25,313,357
1124,570,50.71,2,0,0,23/03/2026 - 16:03,26,230,338
1253,682,54.43,2,1,0,23/03/2026 - 16:03,27,269,410
1154,640,55.46,1,0,0,23/03/2026 - 16:14,28,269,370
1002,620,61.88,3,2,0,23/03/2026 - 16:14,29,304,311
948,568,59.92,0,0,0,23/03/2026 - 16:24,30,296,272
942,610,64.76,2,2,0,23/03/2026 - 16:47,31,308,298
852,565,66.31,0,0,0,23/03/2026 - 16:14,32,276,289
1068,637,59.64,1,1,0,23/03/2026 - 16:03,33,301,334
919,528,57.45,0,1,0,23/03/2026 - 16:47,34,214,313
1286,700,54.43,0,0,0,23/03/2026 - 17:39,35,323,377
1088,617,56.71,1,0,0,23/03/2026 - 16:35,36,196,420
953,524,54.98,1,0,0,23/03/2026 - 15:37,37,194,329
683,451,66.03,1,3,0,23/03/2026 - 16:03,38,161,286
630,408,64.76,3,0,0,23/03/2026 - 16:24,39,147,258
652,347,53.22,1,1,0,23/03/2026 - 15:35,40,132,213
721,450,62.41,1,2,0,23/03/2026 - 15:35,41,159,288
549,343,62.48,0,0,0,23/03/2026 - 15:35,42,118,225
733,335,45.7,4,0,0,23/03/2026 - 15:40,43,123,208
734,427,58.17,2,0,0,23/03/2026 - 15:37,44,157,268
580,321,55.34,0,0,0,23/03/2026 - 15:35,45,117,204
627,436,69.54,0,2,0,23/03/2026 - 15:58,46,152,282
773,267,34.54,0,0,0,23/03/2026 - 15:58,47,83,184
631,272,43.11,0,0,0,23/03/2026 - 15:49,48,103,169
1332,646,48.5,1,0,0,23/03/2026 - 16:35,49,250,395
831,523,62.94,2,0,0,23/03/2026 - 16:47,50,188,333
1165,677,58.11,0,0,0,23/03/2026 - 16:47,51,309,368
910,500,54.95,3,0,0,23/03/2026 - 15:45,52,201,296
788,441,55.96,0,1,0,23/03/2026 - 15:58,53,156,284
1397,841,60.2,3,0,0,23/03/2026 - 16:35,54,335,503
991,593,59.84,1,0,0,23/03/2026 - 16:03,55,252,340
801,515,64.29,3,1,0,23/03/2026 - 15:58,56,185,326
736,507,68.89,4,0,0,23/03/2026 - 16:35,57,186,317
759,498,65.61,1,0,0,23/03/2026 - 16:03,58,176,321
808,521,64.48,3,0,0,23/03/2026 - 16:14,59,224,294
634,382,60.25,1,0,0,23/03/2026 - 16:14,60,132,249
742,443,59.7,1,0,0,23/03/2026 - 16:03,61,179,263
620,348,56.13,2,0,0,23/03/2026 - 16:03,62,142,204
724,418,57.73,3,0,0,23/03/2026 - 16:24,63,144,271
683,332,48.61,1,0,0,23/03/2026 - 16:14,64,139,192
634,405,63.88,0,0,0,23/03/2026 - 15:58,65,137,268
614,350,57.0,2,1,0,23/03/2026 - 17:39,66,147,200
666,325,48.8,1,0,0,23/03/2026 - 16:24,67,130,194
928,544,58.62,3,1,0,23/03/2026 - 15:58,68,231,309
653,414,63.4,0,1,0,23/03/2026 - 15:35,69,144,269
859,452,52.62,2,0,0,23/03/2026 - 15:58,70,195,255
842,488,57.96,1,1,0,23/03/2026 - 15:37,71,233,253
731,355,48.56,1,1,0,23/03/2026 - 15:58,72,142,211
673,308,45.77,0,0,0,23/03/2026 - 15:45,73,115,193
742,392,52.83,2,0,0,23/03/2026 - 15:35,74,132,258
676,371,54.88,2,2,0,23/03/2026 - 15:35,75,146,221
721,353,48.96,0,0,0,23/03/2026 - 15:35,76,128,225
763,403,52.82,1,2,0,23/03/2026 - 15:35,77,158,242
718,340,47.35,1,0,0,23/03/2026 - 15:58,78,96,243
756,335,44.31,0,1,0,23/03/2026 - 16:03,79,119,215
716,345,48.18,1,3,0,23/03/2026 - 16:03,80,131,210
682,339,49.71,2,1,0,23/03/2026 - 16:24,81,143,193
661,335,50.68,0,1,0,23/03/2026 - 16:35,82,134,200
778,425,54.63,2,1,0,23/03/2026 - 15:35,83,179,243
912,531,58.22,0,0,0,23/03/2026 - 16:14,84,214,317
996,574,57.63,1,1,0,23/03/2026 - 16:14,85,223,349
728,418,57.42,1,3,0,23/03/2026 - 16:03,112,145,269
834,436,52.28,1,0,0,23/03/2026 - 15:45,118,149,286
776,443,57.09,1,1,0,23/03/2026 - 15:49,137,216,225
737,348,47.22,1,2,0,23/03/2026 - 15:35,140,168,177
754,430,57.03,1,0,0,23/03/2026 - 15:45,147,181,248
759,343,45.19,1,2,0,23/03/2026 - 15:49,148,162,178
694,254,36.6,0,0,0,23/03/2026 - 16:03,150,86,168
480,205,42.71,0,0,0,23/03/2026 - 15:35,151,71,134
494,207,41.9,0,0,0,23/03/2026 - 16:14,152,87,120
565,301,53.27,2,0,0,23/03/2026 - 15:45,153,104,195
571,265,46.41,0,0,0,23/03/2026 - 15:58,154,118,147
580,184,31.72,1,0,0,23/03/2026 - 15:35,155,53,130
666,102,15.32,2,0,0,23/03/2026 - 15:35,156,31,69
695,104,14.96,0,1,0,23/03/2026 - 15:35,157,33,70
703,225,32.01,0,0,0,23/03/2026 - 15:40,158,77,148
735,257,34.97,0,0,0,23/03/2026 - 15:58,159,69,188
911,303,33.26,0,1,0,23/03/2026 - 15:49,160,108,194
925,328,35.46,0,0,0,23/03/2026 - 15:58,161,108,220
758,227,29.95,2,0,0,23/03/2026 - 16:35,162,73,152
731,216,29.55,1,0,0,23/03/2026 - 15:49,163,74,141
693,124,17.89,3,0,0,23/03/2026 - 15:35,164,33,88
752,285,37.9,0,0,0,23/03/2026 - 15:47,165,79,206
820,320,39.02,2,3,0,23/03/2026 - 15:35,166,97,218
596,231,38.76,2,1,0,23/03/2026 - 15:58,167,61,167
841,252,29.96,0,0,0,23/03/2026 - 15:58,168,85,167
826,311,37.65,2,1,0,23/03/2026 - 15:58,169,92,216
785,274,34.9,2,1,0,23/03/2026 - 15:58,170,64,207
698,231,33.09,1,1,0,23/03/2026 - 15:58,171,53,176
642,191,29.75,0,0,0,23/03/2026 - 15:35,172,40,151
856,252,29.44,0,0,0,23/03/2026 - 15:45,173,49,203
1083,336,31.02,3,0,0,23/03/2026 - 15:49,174,113,220
1193,480,40.23,0,0,0,23/03/2026 - 15:37,175,133,347
1710,752,43.98,0,0,0,23/03/2026 - 16:47,176,237,515
1157,392,33.88,4,2,0,23/03/2026 - 15:45,177,126,260
1011,172,17.01,0,0,0,23/03/2026 - 15:35,178,49,123
1073,463,43.15,0,2,0,23/03/2026 - 16:24,179,163,298
784,378,48.21,0,0,0,23/03/2026 - 15:45,180,127,251
711,241,33.9,0,0,0,23/03/2026 - 15:35,181,79,162
798,284,35.59,1,2,0,23/03/2026 - 16:47,182,83,198
898,361,40.2,1,0,0,23/03/2026 - 17:39,183,132,228
1187,514,43.3,1,0,0,23/03/2026 - 15:37,184,176,337
730,190,26.03,2,0,0,23/03/2026 - 16:03,185,63,125
714,135,18.91,0,1,0,23/03/2026 - 15:40,186,26,108
579,318,54.92,2,1,0,23/03/2026 - 15:35,187,137,178
1158,684,59.07,1,0,0,23/03/2026 - 15:35,188,241,442
